SCHOOL_YEAR,FIPST,STATENAME,ST,SEA_NAME,STATE_AGENCY_NO,STAFF,STAFF_COUNT,TOTAL_INDICATOR,DMS_FLAG
2016-2017,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Paraprofessionals/Instructional Aides,9949.71,Category Set A,Reported
2016-2017,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Pre-kindergarten Teachers,1831.44,Category Set A,Reported
2016-2017,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,School Administrative Support Staff,3624.26,Category Set A,Reported
2016-2017,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,School administrators,2236.23,Category Set A,Reported
2016-2017,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,School Counselors,0.00,Category Set A,Post-submission edit
2016-2017,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Secondary School Counselors,939.71,Category Set A,Reported
2016-2017,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Secondary Teachers,17970.49,Category Set A,Reported
2016-2017,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Student Support Services Staff,4661.54,Category Set A,Reported
2016-2017,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Ungraded Teachers,0.00,Category Set A,Reported
2016-2017,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Guidance Counselors,1582.43,Derived - Major Staffing Category,Derived
2016-2017,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,LEA Staff,4234.07,Derived - Major Staffing Category,Derived
2016-2017,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Other Staff,15114.57,Derived - Major Staffing Category,Derived
2016-2017,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,School Staff,22093.92,Derived - Major Staffing Category,Derived
2016-2017,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Teachers,41089.67,Derived - Major Staffing Category,Derived
2016-2017,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,No Category Codes,84114.66,Education Unit Total,Reported
2016-2017,41,OREGON,OR,Oregon Department of Education,01,All Other Support Staff,12785.00,Category Set A,Reported
2016-2017,41,OREGON,OR,Oregon Department of Education,01,Elementary School Counselors,666.84,Category Set A,Imputation
2016-2017,41,OREGON,OR,Oregon Department of Education,01,Elementary Teachers,18393.94,Category Set A,Reported
2016-2017,41,OREGON,OR,Oregon Department of Education,01,Instructional Coordinators and Supervisors to the Staff,530.58,Category Set A,Reported
2016-2017,41,OREGON,OR,Oregon Department of Education,01,Kindergarten Teachers,2397.06,Category Set A,Reported
2016-2017,41,OREGON,OR,Oregon Department of Education,01,LEA Administrative Support Staff,2586.14,Category Set A,Reported
2016-2017,41,OREGON,OR,Oregon Department of Education,01,LEA Administrators,486.45,Category Set A,Reported
2016-2017,41,OREGON,OR,Oregon Department of Education,01,Librarians/media specialists,161.81,Category Set A,Reported
2016-2017,41,OREGON,OR,Oregon Department of Education,01,Library/Media Support Staff,707.40,Category Set A,Reported
2016-2017,41,OREGON,OR,Oregon Department of Education,01,Missing,,Category Set A,Not reported
2016-2017,41,OREGON,OR,Oregon Department of Education,01,Paraprofessionals/Instructional Aides,11178.20,Category Set A,Reported
2016-2017,41,OREGON,OR,Oregon Department of Education,01,Pre-kindergarten Teachers,297.79,Category Set A,Reported
2016-2017,41,OREGON,OR,Oregon Department of Education,01,School Administrative Support Staff,4165.34,Category Set A,Reported
2016-2017,41,OREGON,OR,Oregon Department of Education,01,School administrators,1716.03,Category Set A,Reported
2016-2017,41,OREGON,OR,Oregon Department of Education,01,School Counselors,0.00,Category Set A,Imputation
2016-2017,41,OREGON,OR,Oregon Department of Education,01,Secondary School Counselors,495.60,Category Set A,Imputation
2016-2017,41,OREGON,OR,Oregon Department of Education,01,Secondary Teachers,8667.17,Category Set A,Reported
2016-2017,41,OREGON,OR,Oregon Department of Education,01,Student Support Services Staff,2853.40,Category Set A,Reported
2016-2017,41,OREGON,OR,Oregon Department of Education,01,Guidance Counselors,1162.44,Derived - Major Staffing Category,Derived
2016-2017,41,OREGON,OR,Oregon Department of Education,01,LEA Staff,3603.17,Derived - Major Staffing Category,Derived
2016-2017,41,OREGON,OR,Oregon Department of Education,01,Other Staff,12785.00,Derived - Major Staffing Category,Derived
2016-2017,41,OREGON,OR,Oregon Department of Education,01,School Staff,20782.18,Derived - Major Staffing Category,Derived
2016-2017,41,OREGON,OR,Oregon Department of Education,01,Teachers,29755.96,Derived - Major Staffing Category,Derived
2016-2017,41,OREGON,OR,Oregon Department of Education,01,No Category Codes,68088.74,Education Unit Total,Reported
2016-2017,42,PENNSYLVANIA,PA,Pennsylvania Department of Education,01,All Other Support Staff,49769.00,Category Set A,Reported
2016-2017,42,PENNSYLVANIA,PA,Pennsylvania Department of Education,01,Elementary School Counselors,1778.20,Category Set A,Reported
2016-2017,42,PENNSYLVANIA,PA,Pennsylvania Department of Education,01,Elementary Teachers,53156.61,Category Set A,Reported
2016-2017,42,PENNSYLVANIA,PA,Pennsylvania Department of Education,01,Instructional Coordinators and Supervisors to the Staff,1672.52,Category Set A,Reported
2016-2017,42,PENNSYLVANIA,PA,Pennsylvania Department of Education,01,Kindergarten Teachers,4967.52,Category Set A,Reported
2016-2017,42,PENNSYLVANIA,PA,Pennsylvania Department of Education,01,LEA Administrative Support Staff,7401.00,Category Set A,Reported
2016-2017,42,PENNSYLVANIA,PA,Pennsylvania Department of Education,01,LEA Administrators,2481.49,Category Set A,Reported
2016-2017,42,PENNSYLVANIA,PA,Pennsylvania Department of Education,01,Librarians/media specialists,1671.03,Category Set A,Reported
2016-2017,42,PENNSYLVANIA,PA,Pennsylvania Department of Education,01,Library/Media Support Staff,1514.00,Category Set A,Reported
2016-2017,42,PENNSYLVANIA,PA,Pennsylvania Department of Education,01,Missing,,Category Set A,Not reported
2016-2017,42,PENNSYLVANIA,PA,Pennsylvania Department of Education,01,Paraprofessionals/Instructional Aides,31759.00,Category Set A,Reported
2016-2017,42,PENNSYLVANIA,PA,Pennsylvania Department of Education,01,Pre-kindergarten Teachers,607.67,Category Set A,Reported
2016-2017,42,PENNSYLVANIA,PA,Pennsylvania Department of Education,01,School Administrative Support Staff,9427.00,Category Set A,Reported
2016-2017,42,PENNSYLVANIA,PA,Pennsylvania Department of Education,01,School administrators,5194.87,Category Set A,Reported
2016-2017,42,PENNSYLVANIA,PA,Pennsylvania Department of Education,01,School Counselors,0.00,Category Set A,Reported
2016-2017,42,PENNSYLVANIA,PA,Pennsylvania Department of Education,01,Secondary School Counselors,2756.21,Category Set A,Reported
2016-2017,42,PENNSYLVANIA,PA,Pennsylvania Department of Education,01,Secondary Teachers,52964.80,Category Set A,Reported
2016-2017,42,PENNSYLVANIA,PA,Pennsylvania Department of Education,01,Student Support Services Staff,9322.51,Category Set A,Reported
2016-2017,42,PENNSYLVANIA,PA,Pennsylvania Department of Education,01,Ungraded Teachers,10855.25,Category Set A,Reported
2016-2017,42,PENNSYLVANIA,PA,Pennsylvania Department of Education,01,Guidance Counselors,4534.41,Derived - Major Staffing Category,Derived
2016-2017,42,PENNSYLVANIA,PA,Pennsylvania Department of Education,01,LEA Staff,11555.01,Derived - Major Staffing Category,Derived
2016-2017,42,PENNSYLVANIA,PA,Pennsylvania Department of Education,01,Other Staff,49769.00,Derived - Major Staffing Category,Derived
2016-2017,42,PENNSYLVANIA,PA,Pennsylvania Department of Education,01,School Staff,58888.41,Derived - Major Staffing Category,Derived
2016-2017,42,PENNSYLVANIA,PA,Pennsylvania Department of Education,01,Teachers,122551.9,Derived - Major Staffing Category,Derived
2016-2017,42,PENNSYLVANIA,PA,Pennsylvania Department of Education,01,No Category Codes,247298.7,Education Unit Total,Reported
2016-2017,44,RHODE ISLAND,RI,RHODE ISLAND DEPARTMENT OF EDUCATION,01,All Other Support Staff,2027.35,Category Set A,Reported
2016-2017,44,RHODE ISLAND,RI,RHODE ISLAND DEPARTMENT OF EDUCATION,01,Elementary School Counselors,65.76,Category Set A,Reported
2016-2017,44,RHODE ISLAND,RI,RHODE ISLAND DEPARTMENT OF EDUCATION,01,Elementary Teachers,5256.22,Category Set A,Reported
2016-2017,44,RHODE ISLAND,RI,RHODE ISLAND DEPARTMENT OF EDUCATION,01,Instructional Coordinators and Supervisors to the Staff,202.07,Category Set A,Reported
2016-2017,44,RHODE ISLAND,RI,RHODE ISLAND DEPARTMENT OF EDUCATION,01,Kindergarten Teachers,522.63,Category Set A,Reported
2016-2017,44,RHODE ISLAND,RI,RHODE ISLAND DEPARTMENT OF EDUCATION,01,LEA Administrative Support Staff,552.55,Category Set A,Reported
2016-2017,44,RHODE ISLAND,RI,RHODE ISLAND DEPARTMENT OF EDUCATION,01,LEA Administrators,286.72,Category Set A,Reported
2016-2017,44,RHODE ISLAND,RI,RHODE ISLAND DEPARTMENT OF EDUCATION,01,Librarians/media specialists,201.87,Category Set A,Reported
2016-2017,44,RHODE ISLAND,RI,RHODE ISLAND DEPARTMENT OF EDUCATION,01,Library/Media Support Staff,0.00,Category Set A,Reported
2016-2017,44,RHODE ISLAND,RI,RHODE ISLAND DEPARTMENT OF EDUCATION,01,Missing,,Category Set A,Not reported
2016-2017,44,RHODE ISLAND,RI,RHODE ISLAND DEPARTMENT OF EDUCATION,01,Paraprofessionals/Instructional Aides,2567.28,Category Set A,Reported
2016-2017,44,RHODE ISLAND,RI,RHODE ISLAND DEPARTMENT OF EDUCATION,01,Pre-kindergarten Teachers,186.36,Category Set A,Reported
2016-2017,44,RHODE ISLAND,RI,RHODE ISLAND DEPARTMENT OF EDUCATION,01,School Administrative Support Staff,714.65,Category Set A,Reported
2016-2017,44,RHODE ISLAND,RI,RHODE ISLAND DEPARTMENT OF EDUCATION,01,School administrators,551.81,Category Set A,Reported
2016-2017,44,RHODE ISLAND,RI,RHODE ISLAND DEPARTMENT OF EDUCATION,01,School Counselors,0.00,Category Set A,Reported
2016-2017,44,RHODE ISLAND,RI,RHODE ISLAND DEPARTMENT OF EDUCATION,01,Secondary School Counselors,274.30,Category Set A,Reported
2016-2017,44,RHODE ISLAND,RI,RHODE ISLAND DEPARTMENT OF EDUCATION,01,Secondary Teachers,4723.53,Category Set A,Reported
2016-2017,44,RHODE ISLAND,RI,RHODE ISLAND DEPARTMENT OF EDUCATION,01,Student Support Services Staff,2100.04,Category Set A,Reported
2016-2017,44,RHODE ISLAND,RI,RHODE ISLAND DEPARTMENT OF EDUCATION,01,Ungraded Teachers,0.00,Category Set A,Reported
2016-2017,44,RHODE ISLAND,RI,RHODE ISLAND DEPARTMENT OF EDUCATION,01,Guidance Counselors,340.06,Derived - Major Staffing Category,Derived
2016-2017,44,RHODE ISLAND,RI,RHODE ISLAND DEPARTMENT OF EDUCATION,01,LEA Staff,1041.34,Derived - Major Staffing Category,Derived
2016-2017,44,RHODE ISLAND,RI,RHODE ISLAND DEPARTMENT OF EDUCATION,01,Other Staff,2027.35,Derived - Major Staffing Category,Derived
2016-2017,44,RHODE ISLAND,RI,RHODE ISLAND DEPARTMENT OF EDUCATION,01,School Staff,6135.65,Derived - Major Staffing Category,Derived
2016-2017,44,RHODE ISLAND,RI,RHODE ISLAND DEPARTMENT OF EDUCATION,01,Teachers,10688.74,Derived - Major Staffing Category,Derived
2016-2017,44,RHODE ISLAND,RI,RHODE ISLAND DEPARTMENT OF EDUCATION,01,No Category Codes,20233.14,Education Unit Total,Reported
2016-2017,45,SOUTH CAROLINA,SC,South Carolina Department of Education,01,All Other Support Staff,7855.75,Category Set A,Reported
2016-2017,45,SOUTH CAROLINA,SC,South Carolina Department of Education,01,Elementary School Counselors,1322.20,Category Set A,Reported
2016-2017,45,SOUTH CAROLINA,SC,South Carolina Department of Education,01,Elementary Teachers,32090.90,Category Set A,Reported
2016-2017,45,SOUTH CAROLINA,SC,South Carolina Department of Education,01,Instructional Coordinators and Supervisors to the Staff,1479.50,Category Set A,Reported
2016-2017,45,SOUTH CAROLINA,SC,South Carolina Department of Education,01,Kindergarten Teachers,2470.60,Category Set A,Reported
2016-2017,45,SOUTH CAROLINA,SC,South Carolina Department of Education,01,LEA Administrative Support Staff,2332.00,Category Set A,Reported
2016-2017,45,SOUTH CAROLINA,SC,South Carolina Department of Education,01,LEA Administrators,808.30,Category Set A,Reported
2016-2017,45,SOUTH CAROLINA,SC,South Carolina Department of Education,01,Librarians/media specialists,1078.30,Category Set A,Reported
2016-2017,45,SOUTH CAROLINA,SC,South Carolina Department of Education,01,Library/Media Support Staff,455.10,Category Set A,Reported
2016-2017,45,SOUTH CAROLINA,SC,South Carolina Department of Education,01,Missing,,Category Set A,Not reported
2016-2017,45,SOUTH CAROLINA,SC,South Carolina Department of Education,01,Paraprofessionals/Instructional Aides,11384.80,Category Set A,Reported
2016-2017,45,SOUTH CAROLINA,SC,South Carolina Department of Education,01,Pre-kindergarten Teachers,1150.30,Category Set A,Reported
2016-2017,45,SOUTH CAROLINA,SC,South Carolina Department of Education,01,School Administrative Support Staff,2073.00,Category Set A,Reported
2016-2017,45,SOUTH CAROLINA,SC,South Carolina Department of Education,01,School administrators,3207.40,Category Set A,Reported
2016-2017,45,SOUTH CAROLINA,SC,South Carolina Department of Education,01,School Counselors,0.00,Category Set A,Post-submission edit
2016-2017,45,SOUTH CAROLINA,SC,South Carolina Department of Education,01,Secondary School Counselors,824.50,Category Set A,Reported
2016-2017,45,SOUTH CAROLINA,SC,South Carolina Department of Education,01,Secondary Teachers,15077.60,Category Set A,Reported
2016-2017,45,SOUTH CAROLINA,SC,South Carolina Department of Education,01,Student Support Services Staff,3703.50,Category Set A,Reported
2016-2017,45,SOUTH CAROLINA,SC,South Carolina Department of Education,01,Guidance Counselors,2146.70,Derived - Major Staffing Category,Derived
2016-2017,45,SOUTH CAROLINA,SC,South Carolina Department of Education,01,LEA Staff,4619.80,Derived - Major Staffing Category,Derived
2016-2017,45,SOUTH CAROLINA,SC,South Carolina Department of Education,01,Other Staff,7855.75,Derived - Major Staffing Category,Derived
2016-2017,45,SOUTH CAROLINA,SC,South Carolina Department of Education,01,School Staff,21902.10,Derived - Major Staffing Category,Derived
2016-2017,45,SOUTH CAROLINA,SC,South Carolina Department of Education,01,Teachers,50789.40,Derived - Major Staffing Category,Derived
2016-2017,45,SOUTH CAROLINA,SC,South Carolina Department of Education,01,No Category Codes,87313.75,Education Unit Total,Reported
2016-2017,46,SOUTH DAKOTA,SD,South Dakota Department of Education,01,All Other Support Staff,3382.18,Category Set A,Reported
2016-2017,46,SOUTH DAKOTA,SD,South Dakota Department of Education,01,Elementary School Counselors,226.91,Category Set A,Imputation
2016-2017,46,SOUTH DAKOTA,SD,South Dakota Department of Education,01,Elementary Teachers,5601.45,Category Set A,Reported
2016-2017,46,SOUTH DAKOTA,SD,South Dakota Department of Education,01,Instructional Coordinators and Supervisors to the Staff,170.05,Category Set A,Reported
2016-2017,46,SOUTH DAKOTA,SD,South Dakota Department of Education,01,Kindergarten Teachers,575.58,Category Set A,Reported
2016-2017,46,SOUTH DAKOTA,SD,South Dakota Department of Education,01,LEA Administrative Support Staff,367.10,Category Set A,Reported
2016-2017,46,SOUTH DAKOTA,SD,South Dakota Department of Education,01,LEA Administrators,736.75,Category Set A,Reported
2016-2017,46,SOUTH DAKOTA,SD,South Dakota Department of Education,01,Librarians/media specialists,98.73,Category Set A,Reported
2016-2017,46,SOUTH DAKOTA,SD,South Dakota Department of Education,01,Library/Media Support Staff,72.85,Category Set A,Reported
2016-2017,46,SOUTH DAKOTA,SD,South Dakota Department of Education,01,Missing,,Category Set A,Not reported
2016-2017,46,SOUTH DAKOTA,SD,South Dakota Department of Education,01,Paraprofessionals/Instructional Aides,2711.09,Category Set A,Reported
2016-2017,46,SOUTH DAKOTA,SD,South Dakota Department of Education,01,Pre-kindergarten Teachers,187.06,Category Set A,Reported
2016-2017,46,SOUTH DAKOTA,SD,South Dakota Department of Education,01,School Administrative Support Staff,574.16,Category Set A,Reported
2016-2017,46,SOUTH DAKOTA,SD,South Dakota Department of Education,01,School administrators,453.07,Category Set A,Reported
2016-2017,46,SOUTH DAKOTA,SD,South Dakota Department of Education,01,School Counselors,0.00,Category Set A,Imputation
2016-2017,46,SOUTH DAKOTA,SD,South Dakota Department of Education,01,Secondary School Counselors,126.49,Category Set A,Imputation
2016-2017,46,SOUTH DAKOTA,SD,South Dakota Department of Education,01,Secondary Teachers,2499.03,Category Set A,Reported
2016-2017,46,SOUTH DAKOTA,SD,South Dakota Department of Education,01,Student Support Services Staff,1035.76,Category Set A,Reported
2016-2017,46,SOUTH DAKOTA,SD,South Dakota Department of Education,01,Ungraded Teachers,914.04,Category Set A,Reported
2016-2017,46,SOUTH DAKOTA,SD,South Dakota Department of Education,01,Guidance Counselors,353.40,Derived - Major Staffing Category,Derived
2016-2017,46,SOUTH DAKOTA,SD,South Dakota Department of Education,01,LEA Staff,1273.90,Derived - Major Staffing Category,Derived
2016-2017,46,SOUTH DAKOTA,SD,South Dakota Department of Education,01,Other Staff,3382.18,Derived - Major Staffing Category,Derived
2016-2017,46,SOUTH DAKOTA,SD,South Dakota Department of Education,01,School Staff,4945.66,Derived - Major Staffing Category,Derived
2016-2017,46,SOUTH DAKOTA,SD,South Dakota Department of Education,01,Teachers,9777.16,Derived - Major Staffing Category,Derived
2016-2017,46,SOUTH DAKOTA,SD,South Dakota Department of Education,01,No Category Codes,19732.30,Education Unit Total,Reported
2016-2017,47,TENNESSEE,TN,Tennessee Department of Education,01,All Other Support Staff,28101.20,Category Set A,Reported
2016-2017,47,TENNESSEE,TN,Tennessee Department of Education,01,Elementary School Counselors,1115.50,Category Set A,Reported
2016-2017,47,TENNESSEE,TN,Tennessee Department of Education,01,Elementary Teachers,39919.70,Category Set A,Reported
2016-2017,47,TENNESSEE,TN,Tennessee Department of Education,01,Instructional Coordinators and Supervisors to the Staff,812.40,Category Set A,Reported
2016-2017,47,TENNESSEE,TN,Tennessee Department of Education,01,Kindergarten Teachers,4135.90,Category Set A,Reported
2016-2017,47,TENNESSEE,TN,Tennessee Department of Education,01,LEA Administrative Support Staff,1282.20,Category Set A,Reported
2016-2017,47,TENNESSEE,TN,Tennessee Department of Education,01,LEA Administrators,258.20,Category Set A,Reported
2016-2017,47,TENNESSEE,TN,Tennessee Department of Education,01,Librarians/media specialists,1508.90,Category Set A,Reported
2016-2017,47,TENNESSEE,TN,Tennessee Department of Education,01,Library/Media Support Staff,460.40,Category Set A,Reported
2016-2017,47,TENNESSEE,TN,Tennessee Department of Education,01,Missing,,Category Set A,Not reported
2016-2017,47,TENNESSEE,TN,Tennessee Department of Education,01,Paraprofessionals/Instructional Aides,17000.50,Category Set A,Reported
2016-2017,47,TENNESSEE,TN,Tennessee Department of Education,01,Pre-kindergarten Teachers,1240.20,Category Set A,Reported
2016-2017,47,TENNESSEE,TN,Tennessee Department of Education,01,School Administrative Support Staff,4778.70,Category Set A,Reported
2016-2017,47,TENNESSEE,TN,Tennessee Department of Education,01,School administrators,3664.80,Category Set A,Reported
2016-2017,47,TENNESSEE,TN,Tennessee Department of Education,01,School Counselors,870.10,Category Set A,Reported
2016-2017,47,TENNESSEE,TN,Tennessee Department of Education,01,Secondary School Counselors,1006.60,Category Set A,Reported
2016-2017,47,TENNESSEE,TN,Tennessee Department of Education,01,Secondary Teachers,18974.50,Category Set A,Reported
2016-2017,47,TENNESSEE,TN,Tennessee Department of Education,01,Student Support Services Staff,3192.90,Category Set A,Reported
2016-2017,47,TENNESSEE,TN,Tennessee Department of Education,01,Ungraded Teachers,0.00,Category Set A,Reported
2016-2017,47,TENNESSEE,TN,Tennessee Department of Education,01,Guidance Counselors,2992.20,Derived - Major Staffing Category,Derived
2016-2017,47,TENNESSEE,TN,Tennessee Department of Education,01,LEA Staff,2352.80,Derived - Major Staffing Category,Derived
2016-2017,47,TENNESSEE,TN,Tennessee Department of Education,01,Other Staff,28101.20,Derived - Major Staffing Category,Derived
2016-2017,47,TENNESSEE,TN,Tennessee Department of Education,01,School Staff,30606.20,Derived - Major Staffing Category,Derived
2016-2017,47,TENNESSEE,TN,Tennessee Department of Education,01,Teachers,64270.30,Derived - Major Staffing Category,Derived
2016-2017,47,TENNESSEE,TN,Tennessee Department of Education,01,No Category Codes,128322.7,Education Unit Total,Reported
2016-2017,48,TEXAS,TX,TEXAS EDUCATION AGENCY,01,All Other Support Staff,150110.9,Category Set A,Reported
2016-2017,48,TEXAS,TX,TEXAS EDUCATION AGENCY,01,Elementary School Counselors,4827.14,Category Set A,Imputation
2016-2017,48,TEXAS,TX,TEXAS EDUCATION AGENCY,01,Elementary Teachers,144428.5,Category Set A,Reported
2016-2017,48,TEXAS,TX,TEXAS EDUCATION AGENCY,01,Instructional Coordinators and Supervisors to the Staff,3845.41,Category Set A,Reported
2016-2017,48,TEXAS,TX,TEXAS EDUCATION AGENCY,01,Kindergarten Teachers,21295.36,Category Set A,Reported
2016-2017,48,TEXAS,TX,TEXAS EDUCATION AGENCY,01,LEA Administrative Support Staff,26097.52,Category Set A,Reported
2016-2017,48,TEXAS,TX,TEXAS EDUCATION AGENCY,01,LEA Administrators,6891.16,Category Set A,Reported
2016-2017,48,TEXAS,TX,TEXAS EDUCATION AGENCY,01,Librarians/media specialists,4605.87,Category Set A,Reported
2016-2017,48,TEXAS,TX,TEXAS EDUCATION AGENCY,01,Library/Media Support Staff,2081.35,Category Set A,Reported
2016-2017,48,TEXAS,TX,TEXAS EDUCATION AGENCY,01,Missing,,Category Set A,Not reported
2016-2017,48,TEXAS,TX,TEXAS EDUCATION AGENCY,01,Paraprofessionals/Instructional Aides,68211.24,Category Set A,Reported
2016-2017,48,TEXAS,TX,TEXAS EDUCATION AGENCY,01,Pre-kindergarten Teachers,9566.19,Category Set A,Reported
2016-2017,48,TEXAS,TX,TEXAS EDUCATION AGENCY,01,School Administrative Support Staff,26213.93,Category Set A,Reported
2016-2017,48,TEXAS,TX,TEXAS EDUCATION AGENCY,01,School administrators,26172.11,Category Set A,Reported
2016-2017,48,TEXAS,TX,TEXAS EDUCATION AGENCY,01,School Counselors,0.00,Category Set A,Imputation
2016-2017,48,TEXAS,TX,TEXAS EDUCATION AGENCY,01,Secondary School Counselors,7295.88,Category Set A,Imputation
2016-2017,48,TEXAS,TX,TEXAS EDUCATION AGENCY,01,Secondary Teachers,153141.7,Category Set A,Reported
2016-2017,48,TEXAS,TX,TEXAS EDUCATION AGENCY,01,Student Support Services Staff,28011.10,Category Set A,Reported
2016-2017,48,TEXAS,TX,TEXAS EDUCATION AGENCY,01,Ungraded Teachers,24377.18,Category Set A,Reported
2016-2017,48,TEXAS,TX,TEXAS EDUCATION AGENCY,01,Guidance Counselors,12123.02,Derived - Major Staffing Category,Derived
2016-2017,48,TEXAS,TX,TEXAS EDUCATION AGENCY,01,LEA Staff,36834.09,Derived - Major Staffing Category,Derived
2016-2017,48,TEXAS,TX,TEXAS EDUCATION AGENCY,01,Other Staff,150110.9,Derived - Major Staffing Category,Derived
2016-2017,48,TEXAS,TX,TEXAS EDUCATION AGENCY,01,School Staff,155295.6,Derived - Major Staffing Category,Derived
2016-2017,48,TEXAS,TX,TEXAS EDUCATION AGENCY,01,Teachers,352808.9,Derived - Major Staffing Category,Derived
2016-2017,48,TEXAS,TX,TEXAS EDUCATION AGENCY,01,No Category Codes,707172.5,Education Unit Total,Reported
2016-2017,49,UTAH,UT,Utah State Office of Education,01,All Other Support Staff,8310.43,Category Set A,Reported
2016-2017,49,UTAH,UT,Utah State Office of Education,01,Elementary School Counselors,154.74,Category Set A,Reported
2016-2017,49,UTAH,UT,Utah State Office of Education,01,Elementary Teachers,12359.87,Category Set A,Reported
2016-2017,49,UTAH,UT,Utah State Office of Education,01,Instructional Coordinators and Supervisors to the Staff,2171.36,Category Set A,Reported
2016-2017,49,UTAH,UT,Utah State Office of Education,01,Kindergarten Teachers,1355.26,Category Set A,Reported
2016-2017,49,UTAH,UT,Utah State Office of Education,01,LEA Administrative Support Staff,1649.39,Category Set A,Reported
2016-2017,49,UTAH,UT,Utah State Office of Education,01,LEA Administrators,913.73,Category Set A,Reported
2016-2017,49,UTAH,UT,Utah State Office of Education,01,Librarians/media specialists,226.55,Category Set A,Reported
2016-2017,49,UTAH,UT,Utah State Office of Education,01,Library/Media Support Staff,530.94,Category Set A,Reported
2016-2017,49,UTAH,UT,Utah State Office of Education,01,Missing,,Category Set A,Not reported
2016-2017,49,UTAH,UT,Utah State Office of Education,01,Paraprofessionals/Instructional Aides,9933.64,Category Set A,Reported
2016-2017,49,UTAH,UT,Utah State Office of Education,01,Pre-kindergarten Teachers,334.93,Category Set A,Reported
2016-2017,49,UTAH,UT,Utah State Office of Education,01,School Administrative Support Staff,2143.71,Category Set A,Reported
2016-2017,49,UTAH,UT,Utah State Office of Education,01,School administrators,1524.94,Category Set A,Reported
2016-2017,49,UTAH,UT,Utah State Office of Education,01,School Counselors,0.00,Category Set A,Reported
2016-2017,49,UTAH,UT,Utah State Office of Education,01,Secondary School Counselors,864.24,Category Set A,Reported
2016-2017,49,UTAH,UT,Utah State Office of Education,01,Secondary Teachers,11882.21,Category Set A,Reported
2016-2017,49,UTAH,UT,Utah State Office of Education,01,Student Support Services Staff,2059.68,Category Set A,Reported
2016-2017,49,UTAH,UT,Utah State Office of Education,01,Ungraded Teachers,2908.96,Category Set A,Reported
2016-2017,49,UTAH,UT,Utah State Office of Education,01,Guidance Counselors,1018.98,Derived - Major Staffing Category,Derived
2016-2017,49,UTAH,UT,Utah State Office of Education,01,LEA Staff,4734.48,Derived - Major Staffing Category,Derived
2016-2017,49,UTAH,UT,Utah State Office of Education,01,Other Staff,8310.43,Derived - Major Staffing Category,Derived
2016-2017,49,UTAH,UT,Utah State Office of Education,01,School Staff,16419.46,Derived - Major Staffing Category,Derived
2016-2017,49,UTAH,UT,Utah State Office of Education,01,Teachers,28841.23,Derived - Major Staffing Category,Derived
2016-2017,49,UTAH,UT,Utah State Office of Education,01,No Category Codes,59324.58,Education Unit Total,Reported
2016-2017,50,VERMONT,VT,Vermont Agency of Education,01,All Other Support Staff,2002.06,Category Set A,Reported
2016-2017,50,VERMONT,VT,Vermont Agency of Education,01,Elementary School Counselors,191.46,Category Set A,Reported
2016-2017,50,VERMONT,VT,Vermont Agency of Education,01,Elementary Teachers,2721.95,Category Set A,Reported
2016-2017,50,VERMONT,VT,Vermont Agency of Education,01,Instructional Coordinators and Supervisors to the Staff,254.17,Category Set A,Reported
2016-2017,50,VERMONT,VT,Vermont Agency of Education,01,Kindergarten Teachers,391.28,Category Set A,Reported
2016-2017,50,VERMONT,VT,Vermont Agency of Education,01,LEA Administrative Support Staff,472.86,Category Set A,Reported
2016-2017,50,VERMONT,VT,Vermont Agency of Education,01,LEA Administrators,131.30,Category Set A,Reported
2016-2017,50,VERMONT,VT,Vermont Agency of Education,01,Librarians/media specialists,210.91,Category Set A,Reported
2016-2017,50,VERMONT,VT,Vermont Agency of Education,01,Library/Media Support Staff,167.20,Category Set A,Reported
2016-2017,50,VERMONT,VT,Vermont Agency of Education,01,Missing,,Category Set A,Not reported
2016-2017,50,VERMONT,VT,Vermont Agency of Education,01,Paraprofessionals/Instructional Aides,4044.01,Category Set A,Reported
2016-2017,50,VERMONT,VT,Vermont Agency of Education,01,Pre-kindergarten Teachers,212.43,Category Set A,Reported
